_id,chromosome,strand,chrLeftPosition,chrRightPosition,bs_center,nearest_tss_pos,dist_bp_signed_oriented,dist_bp_abs
ECOLIBS000001172,NC_000913.3,-,4161675,4161697,4161686,4161420,-266,266
ECOLIBS000001173,NC_000913.3,-,4236858,4236880,4236869,4236849,-20,20
ECOLIBS000001174,NC_000913.3,-,4298080,4298102,4298091,4298032,-59,59
ECOLIBS000001175,NC_000913.3,-,4464404,4464426,4464415,4464758,343,343
ECOLIBS000001176,NC_000913.3,-,4477006,4477028,4477017,4477336,319,319
ECOLIBS000001177,NC_000913.3,+,4477007,4477029,4477018,4477160,-142,142
ECOLIBS000001178,NC_000913.3,-,4477012,4477034,4477023,4477336,313,313
ECOLIBS000001179,NC_000913.3,+,4477013,4477035,4477024,4477160,-136,136
ECOLIBS000001180,NC_000913.3,+,4477019,4477041,4477030,4477160,-130,130
ECOLIBS000001181,NC_000913.3,+,4540189,4540211,4540200,4540593,-393,393
ECOLIBS000001182,NC_000913.3,-,4551231,4551253,4551242,4551333,91,91
ECOLIBS000001183,NC_000913.3,+,4551274,4551296,4551285,4551352,-67,67
ECOLIBS000001184,NC_000913.3,-,4560733,4560755,4560744,4560740,-4,4
ECOLIBS000001185,NC_000913.3,+,4560740,4560762,4560751,4560892,-141,141
ECOLIBS000001186,NC_000913.3,-,4574201,4574223,4574212,4574437,225,225
ECOLIBS000001187,NC_000913.3,-,4574330,4574352,4574341,4574437,96,96
ECOLIBS000001188,NC_000913.3,-,8108,8130,8119,8168,49,49
ECOLIBS000001189,NC_000913.3,-,8216,8238,8227,8226,-1,1
ECOLIBS000001190,NC_000913.3,+,34886,34908,34897,34907,-10,10
ECOLIBS000001191,NC_000913.3,+,97628,97650,97639,97672,-33,33
ECOLIBS000001192,NC_000913.3,-,120535,120557,120546,120543,-3,3
ECOLIBS000001193,NC_000913.3,+,221460,221482,221471,221837,-366,366
ECOLIBS000001194,NC_000913.3,-,231614,231636,231625,231573,-52,52
ECOLIBS000001195,NC_000913.3,+,239860,239882,239871,240115,-244,244
ECOLIBS000001196,NC_000913.3,-,250044,250066,250055,249878,-177,177
ECOLIBS000001197,NC_000913.3,+,415999,416021,416010,416202,-192,192
ECOLIBS000001198,NC_000913.3,+,416012,416034,416023,416202,-179,179
ECOLIBS000001199,NC_000913.3,+,461954,461976,461965,461865,100,100
ECOLIBS000001200,NC_000913.3,-,461959,461981,461970,461908,-62,62
ECOLIBS000001201,NC_000913.3,-,475308,475330,475319,475202,-117,117
ECOLIBS000001202,NC_000913.3,+,484179,484201,484190,484353,-163,163
ECOLIBS000001203,NC_000913.3,+,554114,554136,554125,554415,-290,290
ECOLIBS000001204,NC_000913.3,+,599863,599885,599874,599888,-14,14
ECOLIBS000001205,NC_000913.3,+,674673,674695,674684,674861,-177,177
ECOLIBS000001206,NC_000913.3,+,716385,716407,716396,716226,170,170
ECOLIBS000001207,NC_000913.3,-,719131,719153,719142,719195,53,53
ECOLIBS000001208,NC_000913.3,-,777588,777610,777599,778894,1295,1295
ECOLIBS000001209,NC_000913.3,-,779292,779314,779303,779036,-267,267
ECOLIBS000001210,NC_000913.3,+,780433,780455,780444,780511,-67,67
ECOLIBS000001211,NC_000913.3,+,783532,783554,783543,783540,3,3
ECOLIBS000001212,NC_000913.3,+,783730,783752,783741,783630,111,111
ECOLIBS000001213,NC_000913.3,-,893221,893243,893232,892838,-394,394
ECOLIBS000001214,NC_000913.3,+,901428,901450,901439,900577,862,862
ECOLIBS000001215,NC_000913.3,+,901434,901456,901445,900577,868,868
ECOLIBS000001216,NC_000913.3,+,942480,942502,942491,942295,196,196
ECOLIBS000001217,NC_000913.3,-,990134,990156,990145,990413,268,268
ECOLIBS000001218,NC_000913.3,+,990288,990310,990299,990405,-106,106
ECOLIBS000001219,NC_000913.3,-,990293,990315,990304,990413,109,109
ECOLIBS000001220,NC_000913.3,+,990294,990316,990305,990405,-100,100
ECOLIBS000001221,NC_000913.3,-,990387,990409,990398,990413,15,15
ECOLIBS000001222,NC_000913.3,+,1039350,1039372,1039361,1039471,-110,110
ECOLIBS000001223,NC_000913.3,-,1048353,1048375,1048364,1049025,661,661
ECOLIBS000001224,NC_000913.3,-,1050504,1050526,1050515,1050510,-5,5
ECOLIBS000001225,NC_000913.3,+,1145605,1145627,1145616,1145309,307,307
ECOLIBS000001226,NC_000913.3,-,1158952,1158974,1158963,1158962,-1,1
ECOLIBS000001227,NC_000913.3,+,1259521,1259543,1259532,1258938,594,594
ECOLIBS000001228,NC_000913.3,+,1261295,1261317,1261306,1262319,-1013,1013
ECOLIBS000001229,NC_000913.3,-,1288058,1288080,1288069,1288063,-6,6
ECOLIBS000001230,NC_000913.3,+,1370951,1370973,1370962,1370871,91,91
ECOLIBS000001231,NC_000913.3,+,1529571,1529593,1529582,1529606,-24,24
ECOLIBS000001232,NC_000913.3,+,1837009,1837031,1837020,1838693,-1673,1673
ECOLIBS000001233,NC_000913.3,-,1909279,1909301,1909290,1909217,-73,73
ECOLIBS000001234,NC_000913.3,-,1994871,1994893,1994882,1994876,-6,6
ECOLIBS000001235,NC_000913.3,-,2010754,2010776,2010765,2011740,975,975
ECOLIBS000001236,NC_000913.3,+,2046804,2046826,2046815,2045595,1220,1220
ECOLIBS000001237,NC_000913.3,-,2046852,2046874,2046863,2046893,30,30
ECOLIBS000001238,NC_000913.3,+,2048082,2048104,2048093,2049081,-988,988
ECOLIBS000001239,NC_000913.3,-,2142595,2142617,2142606,2142595,-11,11
ECOLIBS000001240,NC_000913.3,+,2145375,2145397,2145386,2143357,2029,2029
ECOLIBS000001241,NC_000913.3,-,2243760,2243782,2243771,2243797,26,26
ECOLIBS000001242,NC_000913.3,+,2243761,2243783,2243772,2243780,-8,8
ECOLIBS000001243,NC_000913.3,+,2243767,2243789,2243778,2243780,-2,2
ECOLIBS000001244,NC_000913.3,-,2243829,2243851,2243840,2243799,-41,41
ECOLIBS000001245,NC_000913.3,+,2417132,2417154,2417143,2417171,-28,28
ECOLIBS000001246,NC_000913.3,+,2417138,2417160,2417149,2417171,-22,22
ECOLIBS000001247,NC_000913.3,-,2535458,2535480,2535469,2535474,5,5
ECOLIBS000001248,NC_000913.3,-,2549223,2549245,2549234,2549676,442,442
ECOLIBS000001249,NC_000913.3,+,2593129,2593151,2593140,2592711,429,429
ECOLIBS000001250,NC_000913.3,-,2629923,2629945,2629934,2629941,7,7
ECOLIBS000001251,NC_000913.3,+,2681790,2681812,2681801,2681780,21,21
ECOLIBS000001252,NC_000913.3,-,2748186,2748208,2748197,2748185,-12,12
ECOLIBS000001253,NC_000913.3,+,2817381,2817403,2817392,2817547,-155,155
ECOLIBS000001254,NC_000913.3,+,2823642,2823664,2823653,2822755,898,898
ECOLIBS000001255,NC_000913.3,+,2823759,2823781,2823770,2822755,1015,1015
ECOLIBS000001256,NC_000913.3,-,2849718,2849740,2849729,2849865,136,136
ECOLIBS000001257,NC_000913.3,-,3067774,3067796,3067785,3067780,-5,5
ECOLIBS000001258,NC_000913.3,-,3106556,3106578,3106567,3106567,0,0
ECOLIBS000001259,NC_000913.3,+,3106557,3106579,3106568,3106236,332,332
ECOLIBS000001260,NC_000913.3,+,3151140,3151162,3151151,3151205,-54,54
ECOLIBS000001261,NC_000913.3,-,3170996,3171018,3171007,3170792,-215,215
ECOLIBS000001262,NC_000913.3,+,3170997,3171019,3171008,3170790,218,218
ECOLIBS000001263,NC_000913.3,+,3221285,3221307,3221296,3221369,-73,73
ECOLIBS000001264,NC_000913.3,-,3225342,3225364,3225353,3225269,-84,84
ECOLIBS000001265,NC_000913.3,-,3255587,3255609,3255598,3255580,-18,18
ECOLIBS000001266,NC_000913.3,-,3272407,3272429,3272418,3272511,93,93
ECOLIBS000001267,NC_000913.3,-,3272464,3272486,3272475,3272511,36,36
ECOLIBS000001268,NC_000913.3,+,3335434,3335456,3335445,3334956,489,489
ECOLIBS000001269,NC_000913.3,+,3436834,3436856,3436845,3436855,-10,10
ECOLIBS000001270,NC_000913.3,-,3436899,3436921,3436910,3436155,-755,755
ECOLIBS000001271,NC_000913.3,+,3439805,3439827,3439816,3439585,231,231
ECOLIBS000001272,NC_000913.3,+,3447889,3447911,3447900,3447747,153,153
ECOLIBS000001273,NC_000913.3,-,3449644,3449666,3449655,3449710,55,55
ECOLIBS000001274,NC_000913.3,-,3449854,3449876,3449865,3449864,-1,1
ECOLIBS000001275,NC_000913.3,+,3454647,3454669,3454658,3455102,-444,444
ECOLIBS000001276,NC_000913.3,+,3454653,3454675,3454664,3455102,-438,438
ECOLIBS000001277,NC_000913.3,-,3456833,3456855,3456844,3456865,21,21
ECOLIBS000001278,NC_000913.3,+,3606841,3606863,3606852,3606978,-126,126
ECOLIBS000001279,NC_000913.3,+,3655142,3655164,3655153,3655481,-328,328
ECOLIBS000001280,NC_000913.3,+,3810721,3810743,3810732,3810958,-226,226
ECOLIBS000001281,NC_000913.3,+,3951269,3951291,3951280,3951258,22,22
ECOLIBS000001282,NC_000913.3,+,4044872,4044894,4044883,4045425,-542,542
ECOLIBS000001283,NC_000913.3,-,4044888,4044910,4044899,4044976,77,77
ECOLIBS000001284,NC_000913.3,+,4044889,4044911,4044900,4045425,-525,525
ECOLIBS000001285,NC_000913.3,-,4151470,4151492,4151481,4151562,81,81
ECOLIBS000001286,NC_000913.3,-,4225600,4225622,4225611,4224874,-737,737
ECOLIBS000001287,NC_000913.3,-,4254399,4254421,4254410,4255382,972,972
ECOLIBS000001288,NC_000913.3,+,4385147,4385169,4385158,4385205,-47,47
ECOLIBS000001289,NC_000913.3,-,4395948,4395970,4395959,4395848,-111,111
ECOLIBS000001290,NC_000913.3,+,4404831,4404853,4404842,4404848,-6,6
ECOLIBS000001291,NC_000913.3,-,4481522,4481544,4481533,4481720,187,187
ECOLIBS000001292,NC_000913.3,-,4491977,4491999,4491988,4491977,-11,11
ECOLIBS000001293,NC_000913.3,+,4530517,4530539,4530528,4530492,36,36
ECOLIBS000001294,NC_000913.3,+,4601553,4601575,4601564,4601310,254,254
ECOLIBS000001295,NC_000913.3,+,4639921,4639943,4639932,4640410,-478,478
ECOLIBS000001296,NC_000913.3,-,84435,84448,84442,84891,449,449
ECOLIBS000001297,NC_000913.3,-,152593,152606,152600,152563,-37,37
ECOLIBS000001298,NC_000913.3,+,239083,239096,239090,239265,-175,175
ECOLIBS000001299,NC_000913.3,+,253346,253359,253352,253351,1,1
ECOLIBS000001300,NC_000913.3,+,294133,294146,294140,293987,153,153
ECOLIBS000001301,NC_000913.3,-,314201,314214,314208,313285,-923,923
ECOLIBS000001302,NC_000913.3,-,318840,318853,318846,318778,-68,68
ECOLIBS000001303,NC_000913.3,+,325363,325376,325370,325327,43,43
ECOLIBS000001304,NC_000913.3,-,344291,344304,344298,344002,-296,296
ECOLIBS000001305,NC_000913.3,+,382871,382884,382878,382901,-23,23
ECOLIBS000001306,NC_000913.3,-,394636,394649,394642,394398,-244,244
ECOLIBS000001307,NC_000913.3,-,408553,408566,408560,408561,1,1
ECOLIBS000001308,NC_000913.3,+,480993,481006,481000,481157,-157,157
ECOLIBS000001309,NC_000913.3,-,528286,528299,528292,528286,-6,6
ECOLIBS000001310,NC_000913.3,-,528590,528603,528596,528588,-8,8
ECOLIBS000001311,NC_000913.3,+,539084,539097,539090,539060,30,30
ECOLIBS000001312,NC_000913.3,+,570298,570311,570304,570806,-502,502
ECOLIBS000001313,NC_000913.3,+,582835,582848,582842,582834,8,8
ECOLIBS000001314,NC_000913.3,-,597085,597098,597092,597094,2,2
ECOLIBS000001315,NC_000913.3,-,636966,636979,636972,637211,239,239
ECOLIBS000001316,NC_000913.3,+,676443,676456,676450,676345,105,105
ECOLIBS000001317,NC_000913.3,+,735870,735883,735876,735878,-2,2
ECOLIBS000001318,NC_000913.3,+,737467,737480,737474,738979,-1505,1505
ECOLIBS000001319,NC_000913.3,-,803427,803440,803434,803436,2,2
ECOLIBS000001320,NC_000913.3,-,873116,873129,873122,872978,-144,144
ECOLIBS000001321,NC_000913.3,+,873737,873750,873744,874566,-822,822
ECOLIBS000001322,NC_000913.3,-,874106,874119,874112,872978,-1134,1134
ECOLIBS000001323,NC_000913.3,+,875073,875086,875080,875104,-24,24
ECOLIBS000001324,NC_000913.3,+,875225,875238,875232,875248,-16,16
ECOLIBS000001325,NC_000913.3,+,1051465,1051478,1051472,1051498,-26,26
ECOLIBS000001326,NC_000913.3,-,1065261,1065274,1065268,1065226,-42,42
ECOLIBS000001327,NC_000913.3,-,1093616,1093629,1093622,1093735,113,113
ECOLIBS000001328,NC_000913.3,-,1095908,1095921,1095914,1095756,-158,158
ECOLIBS000001329,NC_000913.3,+,1120435,1120448,1120442,1120418,24,24
ECOLIBS000001330,NC_000913.3,+,1120619,1120632,1120626,1120418,208,208
ECOLIBS000001331,NC_000913.3,+,1180645,1180658,1180652,1180153,499,499
ECOLIBS000001332,NC_000913.3,-,1198639,1198652,1198646,1198650,4,4
ECOLIBS000001333,NC_000913.3,-,1316173,1316186,1316180,1316092,-88,88
ECOLIBS000001334,NC_000913.3,-,1316259,1316272,1316266,1316092,-174,174
ECOLIBS000001335,NC_000913.3,-,1343103,1343116,1343110,1343368,258,258
ECOLIBS000001336,NC_000913.3,-,1371698,1371711,1371704,1372355,651,651
ECOLIBS000001337,NC_000913.3,+,1371979,1371992,1371986,1371330,656,656
ECOLIBS000001338,NC_000913.3,-,1417827,1417840,1417834,1418502,668,668
ECOLIBS000001339,NC_000913.3,-,1423915,1423928,1423922,1423733,-189,189
ECOLIBS000001340,NC_000913.3,+,1475732,1475745,1475738,1475489,249,249
ECOLIBS000001341,NC_000913.3,+,1521097,1521110,1521104,1521210,-106,106
ECOLIBS000001342,NC_000913.3,+,1527297,1527310,1527304,1527291,13,13
ECOLIBS000001343,NC_000913.3,-,1531602,1531615,1531608,1530891,-717,717
ECOLIBS000001344,NC_000913.3,-,1582007,1582020,1582014,1582121,107,107
ECOLIBS000001345,NC_000913.3,-,1597515,1597528,1597522,1598559,1037,1037
ECOLIBS000001346,NC_000913.3,+,1673801,1673814,1673808,1673864,-56,56
ECOLIBS000001347,NC_000913.3,-,1753797,1753810,1753804,1753794,-10,10
ECOLIBS000001348,NC_000913.3,-,1754834,1754847,1754840,1754643,-197,197
ECOLIBS000001349,NC_000913.3,-,1804398,1804411,1804404,1804202,-202,202
ECOLIBS000001350,NC_000913.3,-,1871902,1871915,1871908,1871190,-718,718
ECOLIBS000001351,NC_000913.3,-,1946442,1946455,1946448,1946552,104,104
ECOLIBS000001352,NC_000913.3,-,2012110,2012123,2012116,2012054,-62,62
ECOLIBS000001353,NC_000913.3,+,2012472,2012485,2012478,2012198,280,280
ECOLIBS000001354,NC_000913.3,-,2103067,2103080,2103074,2103074,0,0
ECOLIBS000001355,NC_000913.3,+,2105038,2105051,2105044,2105183,-139,139
ECOLIBS000001356,NC_000913.3,+,2112959,2112972,2112966,2112630,336,336
ECOLIBS000001357,NC_000913.3,-,2113059,2113072,2113066,2113111,45,45
ECOLIBS000001358,NC_000913.3,+,2130383,2130396,2130390,2130615,-225,225
ECOLIBS000001359,NC_000913.3,+,2137797,2137810,2137804,2137823,-19,19
ECOLIBS000001360,NC_000913.3,+,2151803,2151816,2151810,2150545,1265,1265
ECOLIBS000001361,NC_000913.3,+,2204286,2204299,2204292,2204402,-110,110
ECOLIBS000001362,NC_000913.3,-,2228803,2228816,2228810,2228862,52,52
ECOLIBS000001363,NC_000913.3,+,2238195,2238208,2238202,2238342,-140,140
ECOLIBS000001364,NC_000913.3,-,2258896,2258909,2258902,2259390,488,488
ECOLIBS000001365,NC_000913.3,+,2388543,2388556,2388550,2388538,12,12
ECOLIBS000001366,NC_000913.3,+,2474899,2474912,2474906,2474334,572,572
ECOLIBS000001367,NC_000913.3,+,2492327,2492340,2492334,2492988,-654,654
ECOLIBS000001368,NC_000913.3,-,2493351,2493364,2493358,2493439,81,81
ECOLIBS000001369,NC_000913.3,+,2494631,2494644,2494638,2495492,-854,854
ECOLIBS000001370,NC_000913.3,+,2804773,2804786,2804780,2804750,30,30
ECOLIBS000001371,NC_000913.3,-,2876814,2876827,2876820,2876749,-71,71
ECOLIBS000001372,NC_000913.3,-,2900672,2900685,2900678,2900920,242,242
ECOLIBS000001373,NC_000913.3,-,2906354,2906367,2906360,2906741,381,381
ECOLIBS000001374,NC_000913.3,+,3066737,3066750,3066744,3066883,-139,139
ECOLIBS000001375,NC_000913.3,+,3067128,3067141,3067134,3067122,12,12
ECOLIBS000001376,NC_000913.3,+,3119508,3119521,3119514,3120387,-873,873
ECOLIBS000001377,NC_000913.3,-,3183612,3183625,3183618,3183621,3,3
ECOLIBS000001378,NC_000913.3,+,3206494,3206507,3206500,3206579,-79,79
ECOLIBS000001379,NC_000913.3,-,3253191,3253204,3253198,3253260,62,62
ECOLIBS000001380,NC_000913.3,-,3268674,3268687,3268680,3268723,43,43
ECOLIBS000001381,NC_000913.3,-,3284565,3284578,3284572,3284113,-459,459
ECOLIBS000001382,NC_000913.3,+,3362934,3362947,3362940,3362925,15,15
ECOLIBS000001383,NC_000913.3,-,3455639,3455652,3455646,3455333,-313,313
ECOLIBS000001384,NC_000913.3,-,3499294,3499307,3499300,3499418,118,118
ECOLIBS000001385,NC_000913.3,-,3583268,3583281,3583274,3583384,110,110
ECOLIBS000001386,NC_000913.3,+,3584242,3584255,3584248,3584440,-192,192
ECOLIBS000001387,NC_000913.3,+,3625020,3625033,3625026,3625192,-166,166
ECOLIBS000001388,NC_000913.3,+,3633642,3633655,3633648,3633334,314,314
ECOLIBS000001389,NC_000913.3,+,3721950,3721963,3721956,3721932,24,24
ECOLIBS000001390,NC_000913.3,+,3730992,3731005,3730998,3731069,-71,71
ECOLIBS000001391,NC_000913.3,+,3744203,3744216,3744210,3744414,-204,204
ECOLIBS000001392,NC_000913.3,+,3751666,3751679,3751672,3751596,76,76
ECOLIBS000001393,NC_000913.3,+,3769199,3769212,3769206,3768893,313,313
ECOLIBS000001394,NC_000913.3,+,3769505,3769518,3769512,3768893,619,619
ECOLIBS000001395,NC_000913.3,+,3843320,3843333,3843326,3843902,-576,576
ECOLIBS000001396,NC_000913.3,-,3888606,3888619,3888612,3888440,-172,172
ECOLIBS000001397,NC_000913.3,+,4069396,4069409,4069402,4069349,53,53
ECOLIBS000001398,NC_000913.3,+,4174340,4174353,4174346,4174452,-106,106
ECOLIBS000001399,NC_000913.3,+,4221181,4221194,4221188,4220808,380,380
ECOLIBS000001400,NC_000913.3,-,4222111,4222124,4222118,4222991,873,873
ECOLIBS000001401,NC_000913.3,+,4260994,4261007,4261000,4261059,-59,59
ECOLIBS000001402,NC_000913.3,+,4306779,4306792,4306786,4306775,11,11
ECOLIBS000001403,NC_000913.3,+,4435837,4435850,4435844,4436564,-720,720
ECOLIBS000001404,NC_000913.3,-,4493107,4493120,4493114,4492881,-233,233
ECOLIBS000001405,NC_000913.3,-,4494093,4494106,4494100,4494434,334,334
ECOLIBS000001406,NC_000913.3,-,4525665,4525678,4525672,4525552,-120,120
ECOLIBS000001407,NC_000913.3,+,4555818,4555831,4555824,4555365,459,459
ECOLIBS000001408,NC_000913.3,+,4572536,4572549,4572542,4572600,-58,58
ECOLIBS000001409,NC_000913.3,-,4580456,4580469,4580462,4579917,-545,545
ECOLIBS000001410,NC_000913.3,-,85405,85418,85412,85270,-142,142
ECOLIBS000001411,NC_000913.3,-,346412,346425,346418,346495,77,77
ECOLIBS000001412,NC_000913.3,-,584587,584600,584594,584462,-132,132
ECOLIBS000001413,NC_000913.3,-,585766,585779,585772,585778,6,6
ECOLIBS000001414,NC_000913.3,+,916170,916183,916176,916149,27,27
ECOLIBS000001415,NC_000913.3,-,1005721,1005734,1005728,1005457,-271,271
ECOLIBS000001416,NC_000913.3,+,1005955,1005968,1005962,1005999,-37,37
ECOLIBS000001417,NC_000913.3,+,1268126,1268139,1268132,1268041,91,91
ECOLIBS000001418,NC_000913.3,+,1395088,1395101,1395094,1395069,25,25
ECOLIBS000001419,NC_000913.3,-,1445473,1445486,1445480,1445979,499,499
ECOLIBS000001420,NC_000913.3,-,1652888,1652901,1652894,1653345,451,451
ECOLIBS000001421,NC_000913.3,-,1653004,1653017,1653010,1653345,335,335
ECOLIBS000001422,NC_000913.3,-,1755437,1755450,1755444,1755384,-60,60
ECOLIBS000001423,NC_000913.3,-,2067955,2067968,2067962,2067920,-42,42
ECOLIBS000001424,NC_000913.3,+,2229088,2229101,2229094,2229077,17,17
ECOLIBS000001425,NC_000913.3,+,2407325,2407338,2407332,2407508,-176,176
ECOLIBS000001426,NC_000913.3,+,3032809,3032822,3032816,3032849,-33,33
ECOLIBS000001427,NC_000913.3,+,3187681,3187694,3187688,3187911,-223,223
ECOLIBS000001428,NC_000913.3,-,3189787,3189800,3189794,3189832,38,38
ECOLIBS000001429,NC_000913.3,-,3265827,3265840,3265834,3265825,-9,9
ECOLIBS000001430,NC_000913.3,+,3720348,3720361,3720354,3720363,-9,9
ECOLIBS000001431,NC_000913.3,-,3751851,3751864,3751858,3751739,-119,119
ECOLIBS000001432,NC_000913.3,-,4360273,4360286,4360280,4360106,-174,174
ECOLIBS000001433,NC_000913.3,+,4507382,4507395,4507388,4507326,62,62
ECOLIBS000001434,NC_000913.3,+,4603202,4603215,4603208,4603319,-111,111
ECOLIBS000001435,NC_000913.3,+,1271870,1271883,1271876,1271993,-117,117
ECOLIBS000001436,NC_000913.3,-,1392772,1392785,1392778,1392844,66,66
ECOLIBS000001437,NC_000913.3,-,1833468,1833481,1833474,1833915,441,441
ECOLIBS000001438,NC_000913.3,+,2174250,2174263,2174256,2174203,53,53
ECOLIBS000001439,NC_000913.3,-,2174451,2174464,2174458,2174472,14,14
ECOLIBS000001440,NC_000913.3,+,2450052,2450065,2450058,2450049,9,9
ECOLIBS000001441,NC_000913.3,-,3700512,3700525,3700518,3700626,108,108
ECOLIBS000001442,NC_000913.3,+,4591406,4591419,4591412,4591374,38,38
ECOLIBS000001443,NC_000913.3,+,526797,526810,526804,526933,-129,129
ECOLIBS000001444,NC_000913.3,+,1313899,1313912,1313906,1313871,35,35
ECOLIBS000001445,NC_000913.3,-,1652243,1652256,1652250,1652304,54,54
ECOLIBS000001446,NC_000913.3,-,2101734,2101747,2101740,2101667,-73,73
ECOLIBS000001447,NC_000913.3,+,2320567,2320580,2320574,2320015,559,559
ECOLIBS000001448,NC_000913.3,+,2475652,2475665,2475658,2476184,-526,526
ECOLIBS000001449,NC_000913.3,-,2794628,2794641,2794634,2794173,-461,461
ECOLIBS000001450,NC_000913.3,+,3120484,3120497,3120490,3120387,103,103
ECOLIBS000001451,NC_000913.3,-,3291746,3291759,3291752,3291621,-131,131
ECOLIBS000001452,NC_000913.3,-,3725813,3725826,3725820,3725793,-27,27
ECOLIBS000001453,NC_000913.3,-,3798193,3798206,3798200,3798300,100,100
ECOLIBS000001454,NC_000913.3,-,2800,2817,2808,2259,-549,549
ECOLIBS000001455,NC_000913.3,+,21715,21732,21724,21771,-47,47
ECOLIBS000001456,NC_000913.3,-,22298,22315,22306,22707,401,401
ECOLIBS000001457,NC_000913.3,+,22348,22365,22356,22368,-12,12
ECOLIBS000001458,NC_000913.3,-,22394,22411,22402,22707,305,305
ECOLIBS000001459,NC_000913.3,-,22727,22744,22736,22707,-29,29
ECOLIBS000001460,NC_000913.3,+,50556,50573,50564,50573,-9,9
ECOLIBS000001461,NC_000913.3,-,57832,57849,57840,58358,518,518
ECOLIBS000001462,NC_000913.3,+,57867,57884,57876,57492,384,384
ECOLIBS000001463,NC_000913.3,+,81245,81262,81254,80331,923,923
ECOLIBS000001464,NC_000913.3,-,87617,87634,87626,87475,-151,151
ECOLIBS000001465,NC_000913.3,-,89331,89348,89340,89370,30,30
ECOLIBS000001466,NC_000913.3,-,89477,89494,89486,89370,-116,116
ECOLIBS000001467,NC_000913.3,+,89790,89807,89798,89741,57,57
ECOLIBS000001468,NC_000913.3,+,89900,89917,89908,89954,-46,46
ECOLIBS000001469,NC_000913.3,+,96016,96033,96024,96017,7,7
ECOLIBS000001470,NC_000913.3,-,96025,96042,96034,96105,71,71
ECOLIBS000001471,NC_000913.3,+,107587,107604,107596,107603,-7,7
ECOLIBS000001472,NC_000913.3,+,107610,107627,107618,107603,15,15
ECOLIBS000001473,NC_000913.3,+,121338,121355,121346,121304,42,42
ECOLIBS000001474,NC_000913.3,+,121567,121584,121576,121613,-37,37
ECOLIBS000001475,NC_000913.3,-,121737,121754,121746,121790,44,44
ECOLIBS000001476,NC_000913.3,-,136536,136553,136544,136550,6,6
ECOLIBS000001477,NC_000913.3,+,136538,136555,136546,136519,27,27
ECOLIBS000001478,NC_000913.3,+,141613,141630,141622,141650,-28,28
ECOLIBS000001479,NC_000913.3,-,141719,141736,141728,141632,-96,96
ECOLIBS000001480,NC_000913.3,+,141721,141738,141730,141650,80,80
